Sides,Resolution,Filename,Area,Unknowns,Q1,C_shape,Build Time (s),Solve Time (s),Residual,NNZ
39,128,128.png,5006.0,5006,1032971.9857846999,24.26013129578057,0.0791755030004424,0.019551167002646253,1.4073192271696639e-13,24710
22,256,256.png,19930.0,19930,16082538.068744034,24.697898944940583,0.3024219949984399,0.12667816199973458,5.688697032546953e-13,99014
22,1024,1024.png,315246.0,315246,3969231268.868729,25.037603955066167,4.707830093000666,6.624175678000029,9.160823510311487e-12,1573690
22,512,512.png,79006.0,79006,250436104.97453508,24.924313675277354,1.1789060430019163,0.8495993609976722,2.262332413698279e-12,393758
22,2048,2048.png,1259948.0,1259948,63257388131.464035,25.09539216834022,19.106068658998993,51.42222484299782,3.6659194853445096e-11,6294664
22,128,128.png,5042.0,5042,1047705.4857556283,24.264227252437514,0.07449373599956743,0.019205773998692166,1.417684630591556e-13,24890
38,256,256.png,19798.0,19798,15872589.388428973,24.69419414867099,0.359841987999971,0.12045152300197515,5.569266415445755e-13,98350
38,1024,1024.png,315060.0,315060,3967040288.1344867,25.021879383705137,4.724860936999903,6.308949687998393,9.038192667577217e-12,1572760
38,512,512.png,78978.0,78978,250404967.15084362,24.909747418239206,1.1802356820007844,0.835807494000619,2.2362567593815127e-12,393618
38,2048,2048.png,1258860.0,1258860,63189330261.61412,25.079052001959283,18.998659748001955,52.442687757000385,3.6616566742376997e-11,6289228
38,128,128.png,4992.0,4992,1027387.2848574565,24.255764469050735,0.14424267499998678,0.020485878998442786,1.3604267877511625e-13,24640
7,256,256.png,19806.0,19806,15540824.8210427,25.241751356005597,0.3041852970018226,0.10767283699897234,5.478969599974286e-13,98374
7,1024,1024.png,315767.0,315767,3894013921.8099413,25.605660455023557,4.697198790003313,5.295415006999974,8.955143932863072e-12,1576219
7,512,512.png,78973.0,78973,244744525.35307544,25.482632226411226,1.191609088997211,0.7200418900029035,2.226860111212271e-12,393555
7,2048,2048.png,1260166.0,1260166,61868452734.45226,25.667658998552763,19.041788304002694,44.04739463300211,3.618353351142091e-11,6295602
7,128,128.png,5075.0,5075,1039352.5656728349,24.78045068693976,0.07591900099941995,0.018862464999983786,1.3602269961732436e-13,25043
28,256,256.png,19784.0,19784,15853054.26886249,24.68966858763455,0.29873159600174404,0.1236309119994985,5.597533493460453e-13,98288
28,1024,1024.png,315052.0,315052,3966110080.511404,25.026476998641794,4.7506910970005265,5.979448917001719,9.034273739909284e-12,1572732
28,512,512.png,78764.0,78764,249040448.38599262,24.9106831288091,1.1924035800002457,0.8114124419989821,2.25249492544691e-12,392556
28,2048,2048.png,1259812.0,1259812,63271606693.62656,25.084336533908086,19.167912004002574,48.592609009003354,3.670503104331363e-11,6294004
28,128,128.png,5032.0,5032,1043822.2743910307,24.257983970281117,0.07402588699915214,0.019600573999923654,1.3890504283215794e-13,24840
3,256,256.png,19995.0,19995,11831968.447105316,33.78981500730851,0.29913598599887337,0.09646171900021727,4.0500575095239834e-13,99175
3,1024,1024.png,316350.0,316350,2907175067.945448,34.42425040151655,4.724096448997443,3.758921734002797,6.368152016111844e-12,1578562
3,512,512.png,79579.0,79579,185110300.280519,34.2110473128894,1.18576484499863,0.5445089809982164,1.5861599682111881e-12,396297
3,2048,2048.png,1261473.0,1261473,46081998735.65952,34.53222892646792,19.12514867200298,30.70451432900154,2.5672939422089336e-11,6300997
3,128,128.png,5067.0,5067,778354.6788168628,32.98559088644072,0.07498489700083155,0.01644941300037317,1.001364539439113e-13,24933
50,256,256.png,19830.0,19830,15924702.194374535,24.693014362234646,0.298936301998765,0.11943260900079622,5.668593821276778e-13,98510
50,1024,1024.png,315044.0,315044,3967072523.5728507,25.019134726231414,4.732533356000204,6.1170222260006994,9.078789521899423e-12,1572684
50,512,512.png,79006.0,79006,250601222.95591784,24.907891359724104,1.1850572149996879,0.7932577549981943,2.268546711175229e-12,393758
50,2048,2048.png,1259378.0,1259378,63247361455.25798,25.07666581484163,19.191246652997506,59.799497893996886,3.680535973426704e-11,6291822
50,128,128.png,4988.0,4988,1025606.1091595499,24.25896626180245,0.07510906500101555,0.0196957489970373,1.3884285003649838e-13,24620
